length,representation,representation_label,n_features,n_pairs,retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate
60,pkm_weight_w010,PKM weight=0.1,297,2000,1.0,0.9758884390115042,0.9411556652534966,0.19386711058789297,0.3430578136767506,0.09643189931521849,1.0
60,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,2000,1.0,0.9742031362697162,0.9376226166140216,0.20079934712901532,0.35320634252490907,0.10853395438977094,1.0
60,pkm_weight_w050,PKM weight=0.5,297,2000,1.0,0.9686286733545715,0.9227771647749559,0.22134998183676832,0.39299561913449427,0.1377600058877681,1.0
60,pkm_weight_w075,PKM weight=0.75,297,2000,0.999,0.9606418697626975,0.8995055447841025,0.2467851874410055,0.44831784658559676,0.16435613029308518,0.999
60,pkm_weight_w100,PKM weight=1,297,2000,0.9985,0.9515568806769409,0.8722152324374937,0.27216364810420274,0.5055388189691826,0.18486087221975014,0.9985
60,cpkm_weight_w010,CPKM weight=0.1,297,2000,1.0,0.975830539145488,0.9410336518825,0.19414520147473188,0.343413292230509,0.09639634500769696,1.0
60,cpkm_weight_w025,CPKM weight=0.25,297,2000,1.0,0.9738474656641883,0.9365354443817355,0.20235988676991531,0.3562711116735889,0.10898225700314425,1.0
60,cpkm_weight_w050,CPKM weight=0.5,297,2000,1.0,0.9672880687645046,0.9204708232055909,0.22630331729044093,0.39882120500425255,0.144957677115199,1.0
60,cpkm_weight_w075,CPKM weight=0.75,297,2000,1.0,0.9578901024462442,0.8945401930462213,0.25549870583806483,0.4592598487907513,0.18573023498396443,1.0
60,cpkm_weight_w100,CPKM weight=1,297,2000,1.0,0.9471999157592231,0.8673014225121032,0.28434258909205423,0.5151671116266697,0.2230260805147894,1.0
69,ck4p_msp,CK4P-MSP,222,2000,0.999,0.9747422230457343,0.9421391907566669,0.20603941560389055,0.34017879854278393,0.08602515027831105,0.9985
69,pkm_weight_w010,PKM weight=0.1,297,2000,0.999,0.9743488040794611,0.9412306835186094,0.2077399459217894,0.34283906800480823,0.08851237067783752,0.9985
69,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,2000,0.999,0.9723255065386285,0.9374537377320294,0.2161321915084278,0.3536842075475761,0.10015138178058233,0.9985
69,pkm_weight_w050,PKM weight=0.5,297,2000,0.999,0.9656330608266435,0.9222305708996092,0.24094017252873062,0.3943841013013163,0.12870629706437006,0.9985
69,pkm_weight_w075,PKM weight=0.75,297,2000,0.999,0.9560444690170741,0.8996748920377899,0.2715377427509311,0.4479398953780292,0.15410784971401623,0.9985
69,pkm_weight_w100,PKM weight=1,297,2000,0.998,0.945137445833689,0.8696675459980066,0.30195992354256146,0.5105535207979218,0.1733661780852554,0.9975
69,cpkm_weight_w010,CPKM weight=0.1,297,2000,0.999,0.9742936135548068,0.9410713822338262,0.20801971090318447,0.34330341590409613,0.08851845168783544,0.9985
69,cpkm_weight_w025,CPKM weight=0.25,297,2000,0.999,0.971986479030037,0.936730462176873,0.2176290876107368,0.3557233132991525,0.10081413721518677,0.9985
69,cpkm_weight_w050,CPKM weight=0.5,297,2000,0.999,0.9643551879096447,0.9195243020317991,0.24557941863168511,0.40118748125706444,0.1359014523478256,0.9985
69,cpkm_weight_w075,CPKM weight=0.75,297,2000,0.999,0.953421466713761,0.8933513791764298,0.2795928330574121,0.4618411414370452,0.17539131005861497,0.9985
69,cpkm_weight_w100,CPKM weight=1,297,2000,0.999,0.9409843588534433,0.8601631331612498,0.31312254382330434,0.5288418785466972,0.21099044726180496,0.9985
75,ck4p_msp,CK4P-MSP,222,2000,0.999,0.9739364997042852,0.9437819493285062,0.21226418693563145,0.33531492299001414,0.08284122114046912,0.998
75,pkm_weight_w010,PKM weight=0.1,297,2000,0.999,0.9735081974965767,0.9430626346859625,0.21410219357689278,0.33745329874831886,0.08533671066608048,0.998
75,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,2000,0.999,0.9713055004283615,0.9391802369610899,0.22317780636105575,0.34876856666965994,0.09694267649536302,0.998
75,pkm_weight_w050,PKM weight=0.5,297,2000,0.999,0.9640196562796499,0.9237840648862121,0.2499769691040547,0.3904252348077619,0.12389421411084368,0.998
75,pkm_weight_w075,PKM weight=0.75,297,2000,0.998,0.9535808737274022,0.8980646367003956,0.2829558858664577,0.4515204604339504,0.1474699917958688,0.997
75,pkm_weight_w100,PKM weight=1,297,2000,0.997,0.9417067585742205,0.8696402246447058,0.31568132203681865,0.5106070412235314,0.1652548644850379,0.996
75,cpkm_weight_w010,CPKM weight=0.1,297,2000,0.999,0.9734423530626689,0.9427303270610057,0.21439983688005174,0.3384366193019764,0.08531087589042065,0.998
75,cpkm_weight_w025,CPKM weight=0.25,297,2000,0.999,0.9709010274772131,0.9381015306258258,0.22484868349138804,0.35184788362170194,0.09747931283516174,0.998
75,cpkm_weight_w050,CPKM weight=0.5,297,2000,0.999,0.9624951043868597,0.919960693208662,0.2552943728915888,0.40009824475300043,0.13168972846039106,0.998
75,cpkm_weight_w075,CPKM weight=0.75,297,2000,0.999,0.9504515303685169,0.8897940542972007,0.29229404022388966,0.4694804477108419,0.16963570871370542,0.998
75,cpkm_weight_w100,CPKM weight=1,297,2000,0.999,0.9367519649226522,0.8555993228434613,0.3287013295129515,0.5374024067338241,0.2043048512735856,0.998
100,ck4p_msp,CK4P-MSP,222,2000,0.995,0.9612554012290127,0.9321585132781454,0.27142645082493977,0.36835169802649487,0.0589188119109631,0.994
100,pkm_weight_w010,PKM weight=0.1,297,2000,0.996,0.9605520637984286,0.9309761186685988,0.2739717430307215,0.3715477921568765,0.06116941269217385,0.995
100,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,2000,0.997,0.9569348998697106,0.9259563770317171,0.28658370815010714,0.38482095958097795,0.0714018414110663,0.996
100,pkm_weight_w050,PKM weight=0.5,297,2000,0.9965,0.944970434567028,0.9046128652028823,0.32403305989755193,0.43677713928713824,0.09297377046873592,0.9955
100,pkm_weight_w075,PKM weight=0.75,297,2000,0.9945,0.9278283643965175,0.8682052973770937,0.3702247276852578,0.5134095879822577,0.1094639675195918,0.9935
100,pkm_weight_w100,PKM weight=1,297,2000,0.9865,0.9083292595775619,0.8293370452525288,0.4160288002625162,0.5842310284000408,0.11992419791522912,0.9855
100,cpkm_weight_w010,CPKM weight=0.1,297,2000,0.996,0.9604723716697164,0.93104331449533,0.27429123519645837,0.37136689541029,0.061107455558168926,0.995
100,cpkm_weight_w025,CPKM weight=0.25,297,2000,0.997,0.9564453625076209,0.9252009726528232,0.2884322770606435,0.38677906372569204,0.0717583844947622,0.996
100,cpkm_weight_w050,CPKM weight=0.5,297,2000,0.9975,0.9431252552791513,0.9032250658684006,0.3300362863591164,0.4399430281319575,0.10099680260589934,0.9965
100,cpkm_weight_w075,CPKM weight=0.75,297,2000,0.9975,0.9240408911214022,0.8643380151048231,0.38084397737167264,0.5208876708805315,0.1317671032796735,0.9965
100,cpkm_weight_w100,CPKM weight=1,297,2000,0.9975,0.9023324268919627,0.821673563618799,0.430875085212045,0.5972042132555464,0.1589559154841437,0.9965
125,ck4p_msp,CK4P-MSP,222,2000,0.9985,0.9990229810685445,0.9945656537874703,0.019188938497487512,0.10425299589386683,0.08248492294370019,0.997
125,pkm_weight_w010,PKM weight=0.1,297,2000,0.9985,0.9989979373772258,0.994463056770038,0.019447212248272096,0.10523253508079651,0.08545346598509834,0.997
125,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,2000,0.9985,0.998869141250444,0.9937595576694956,0.020674842685976358,0.1117178699699408,0.09911447884006326,0.997
125,pkm_weight_w050,PKM weight=0.5,297,2000,0.9985,0.9984431232926273,0.9909371765237741,0.024059087175575138,0.13463152258553807,0.13221744227069318,0.997
125,pkm_weight_w075,PKM weight=0.75,297,2000,0.9985,0.9978327466863987,0.9872069905549915,0.027999581184692455,0.15995615189601825,0.16582185395384907,0.997
125,pkm_weight_w100,PKM weight=1,297,2000,0.9985,0.9971384432968137,0.9827048579599076,0.031792769904571465,0.18598386357302826,0.1962192839552931,0.997
125,cpkm_weight_w010,CPKM weight=0.1,297,2000,0.9985,0.9989920314976259,0.9944295696162856,0.019528412465902093,0.10555027585231869,0.08547749635208765,0.997
125,cpkm_weight_w025,CPKM weight=0.25,297,2000,0.9985,0.9988328622757591,0.9935923394781121,0.021045181668195037,0.11320477405673057,0.10028310539317062,0.997
125,cpkm_weight_w050,CPKM weight=0.5,297,2000,0.9985,0.9983063794649688,0.9901667038596565,0.025071523368972143,0.14023761417861813,0.14256722953665554,0.997
125,cpkm_weight_w075,CPKM weight=0.75,297,2000,0.9985,0.9975520619875208,0.9854547520137943,0.029648658029924866,0.17055929867880895,0.1922841472903043,0.997
125,cpkm_weight_w100,CPKM weight=1,297,2000,0.9985,0.9966940258569237,0.9799858287085543,0.03399665078695665,0.2000707837449769,0.24161159122767953,0.997
150,ck4p_msp,CK4P-MSP,222,2000,0.9995,0.9988756659400518,0.9955007769334425,0.025062898821455952,0.0948601331178313,0.07451461245013825,0.999
150,pkm_weight_w010,PKM weight=0.1,297,2000,0.9995,0.9988484669502143,0.9953696872865865,0.025384922996647952,0.09623214179122723,0.07748095207419983,0.999
150,ck4p_msp_pkm_w025,CK4P-MSP-PKM,297,2000,0.9995,0.9987085864310488,0.9946214299876539,0.026916627979970083,0.10371663192584644,0.09113007339500083,0.999
150,pkm_weight_w050,PKM weight=0.5,297,2000,0.9995,0.9982459047138091,0.991824809382014,0.031157534850838678,0.1278686006089209,0.1238661614987491,0.999
150,pkm_weight_w075,PKM weight=0.75,297,2000,0.9995,0.9975829981598695,0.9879744735040058,0.036121626703237424,0.15508398421795092,0.15710838442233,0.999
150,pkm_weight_w100,PKM weight=1,297,2000,0.9995,0.9968289419547631,0.9842258828641814,0.04091538069892549,0.17761820568475215,0.18799594656973692,0.999
150,cpkm_weight_w010,CPKM weight=0.1,297,2000,0.9995,0.9988433457913782,0.9953995208870923,0.025455939266123488,0.09592162542903426,0.07752766874312075,0.999
150,cpkm_weight_w025,CPKM weight=0.25,297,2000,0.9995,0.9986771278839137,0.9945650189169443,0.02726568023118194,0.10425910573111465,0.09229410317902004,0.999
150,cpkm_weight_w050,CPKM weight=0.5,297,2000,0.9995,0.9981273301899926,0.9907986949804658,0.03212147929493921,0.13565620227389896,0.1342255325077673,0.999
150,cpkm_weight_w075,CPKM weight=0.75,297,2000,0.9995,0.9973396083478246,0.986361138933959,0.037689763963788946,0.165159619465599,0.1834883006694576,0.999
150,cpkm_weight_w100,CPKM weight=1,297,2000,0.9995,0.9964435747523588,0.9809452995249683,0.04300666236406385,0.1952162182293378,0.23278611775264754,0.999
